UserName,AccY,AccX,AccZ,Activity
Rikhil,11.8,-2.68,14.09706,Upstairs
Rikhil,11.84,-5.13,0.23154591,Upstairs
Rikhil,13.1,-7.5,-1.4165162,Upstairs
Rikhil,9.28,-9.49,5.325556,Upstairs
Rikhil,6.13,-2.98,-1.4573771999999998,Upstairs
Rikhil,8.35,-2.6,1.2258313,Upstairs
Rikhil,8.35,-2.6,1.2258313,Upstairs
Rikhil,8.35,-2.6,1.2258313,Upstairs
Rikhil,3.17,-2.14,0.7218784,Upstairs
Rikhil,7.59,2.3,-0.53119355,Upstairs
Rikhil,9.43,3.17,2.4108016,Upstairs
Rikhil,18.54,-8.88,-4.0588636,Upstairs
Rikhil,2.72,-2.3,-0.29964766,Upstairs
Rikhil,14.02,-8.92,-1.8796080000000002,Upstairs
Rikhil,9.11,-5.13,2.8330324,Upstairs
Rikhil,5.9,-4.37,-4.4810944,Upstairs
Rikhil,9.11,-1.95,-5.47538,Upstairs
Rikhil,10.38,-1.33,-5.434519,Upstairs
Rikhil,9.34,-1.5,-3.8273177000000005,Upstairs
Rikhil,8.85,-1.88,0.08172209,Upstairs
Rikhil,7.74,-2.98,0.08172209,Upstairs
Rikhil,10.38,-4.52,-1.6889231,Upstairs
Rikhil,9.58,-2.91,-3.1463002999999996,Upstairs
Rikhil,10.38,-3.06,-1.3756552,Upstairs
Rikhil,10.15,-0.99,-0.95342433,Upstairs
Rikhil,13.63,3.34,6.1291566,Upstairs
Rikhil,13.21,-13.91,5.8976107,Upstairs
Rikhil,15.47,-10.34,-1.8387468999999996,Upstairs
Rikhil,15.4,2.91,2.1792557,Upstairs
Rikhil,7.4,-7.01,1.9204689999999998,Upstairs
Rikhil,3.91,-2.83,-3.9090397000000006,Upstairs
Rikhil,7.93,1.5,2.4516625,Upstairs
Rikhil,5.67,1.08,0.313268,Upstairs
Rikhil,6.47,0.8,-0.5720546,Upstairs
Rikhil,8.08,-0.46,1.9204689999999998,Upstairs
Rikhil,5.33,-2.83,3.8681788,Upstairs
Rikhil,19.42,-11.3,-9.343558,Upstairs
Rikhil,4.14,-2.37,10.460427000000001,Upstairs
Rikhil,9.19,-5.67,-5.434519,Upstairs
Rikhil,10.19,-4.02,-3.9499009,Upstairs
Rikhil,7.78,-2.56,-2.4925237,Upstairs
Rikhil,8.24,-3.87,-0.46309182,Upstairs
Rikhil,7.44,-2.96,0.3405087,Upstairs
Rikhil,9.53,-3.98,-1.1168685,Upstairs
Rikhil,13.06,-5.86,-4.018002500000001,Upstairs
Rikhil,14.06,-8.31,0.92618364,Upstairs
Rikhil,15.05,-7.25,4.0588636,Upstairs
Rikhil,8.08,1.69,0.53119355,Upstairs
Rikhil,13.87,-1.99,4.018002500000001,Upstairs
Rikhil,6.21,-12.11,0.10896278,Upstairs
Rikhil,5.86,-5.67,-3.8681788,Upstairs
Rikhil,11.37,0.04,1.9885708,Upstairs
Rikhil,8.12,-4.18,-1.1441092,Upstairs
Rikhil,5.6,-4.56,-2.5333846,Upstairs
Rikhil,5.83,-2.68,-2.5606253,Upstairs
Rikhil,4.63,-4.18,6.3607025,Upstairs
Rikhil,13.33,-7.44,-7.1234417,Upstairs
Rikhil,16.28,-2.87,-0.53119355,Upstairs
Rikhil,7.63,-0.3,3.2961242,Upstairs
Rikhil,9.62,-6.55,-2.1792557,Upstairs
Rikhil,6.93,-5.2,-2.7921712000000003,Upstairs
Rikhil,5.37,-4.4,-0.84446156,Upstairs
Rikhil,9.04,-5.13,-1.1168685,Upstairs
Rikhil,12.45,-3.15,-1.8796080000000002,Upstairs
Rikhil,12.41,-2.87,-1.4982381999999999,Upstairs
Rikhil,12.3,-8.66,3.7592160000000003,Upstairs
Rikhil,10.8,-3.68,1.6889231,Upstairs
Rikhil,13.57,2.56,3.4050870000000004,Upstairs
Rikhil,11.54,-10.88,0.61291564,Upstairs
Rikhil,3.3,-11.73,-1.2258313,Upstairs
Rikhil,7.21,0.08,-2.3426998,Upstairs
Rikhil,9.47,-0.46,2.5333846,Upstairs
Rikhil,8.12,-3.91,-0.19068487,Upstairs
Rikhil,7.7,-5.05,-1.9885708,Upstairs
Rikhil,4.4,-3.57,-0.6537767,Upstairs
Rikhil,11.03,-3.3,-0.3405087,Upstairs
Rikhil,17.08,-7.12,2.2201166000000003,Upstairs
Rikhil,7.01,-0.34,-1.4573771999999998,Upstairs
Rikhil,9.19,-1.99,-0.6537767,Upstairs
Rikhil,8.73,-4.67,-1.2258313,Upstairs
Rikhil,5.24,-5.01,-1.3075534,Upstairs
Rikhil,7.93,-7.63,-1.2666923,Upstairs
Rikhil,10.57,-5.05,-1.8387468999999996,Upstairs
Rikhil,12.95,-4.56,-2.5606253,Upstairs
Rikhil,15.24,-4.75,1.4165162,Upstairs
Rikhil,11.54,-2.64,9.888372,Upstairs
Rikhil,10.57,-2.07,-0.53119355,Upstairs
Rikhil,12.45,-3.11,1.7297841,Upstairs
Rikhil,8.05,-11.11,1.0351465,Upstairs
Rikhil,4.29,-7.5,-2.5333846,Upstairs
Rikhil,8.16,-1.73,0.7627395,Upstairs
Rikhil,8.12,0.15,2.7240696,Upstairs
Rikhil,8.43,-3.41,-2.2609777,Upstairs
Rikhil,7.25,-4.18,-2.9147543999999996,Upstairs
Rikhil,4.02,-3.06,5.434519,Upstairs
Rikhil,11.03,-5.33,-6.5922484,Upstairs
Rikhil,17.31,-0.99,7.055340299999999,Upstairs
Rikhil,8.81,0.0,-0.84446156,Upstairs
Rikhil,6.24,-6.05,-2.4516625,Upstairs
Rikhil,6.63,-5.41,-1.8796080000000002,Upstairs
Rikhil,8.58,-3.3,-0.88532263,Upstairs
Rikhil,9.3,-3.87,-0.50395286,Upstairs
Rikhil,11.07,-6.13,-0.9125633,Upstairs
Rikhil,13.06,-7.25,-0.3405087,Upstairs
Rikhil,14.14,-4.21,2.9556155,Upstairs
Rikhil,8.31,-6.66,3.1463002999999996,Upstairs
Rikhil,10.27,0.53,-2.3699405,Upstairs
Rikhil,13.33,-6.05,6.238119,Upstairs
Rikhil,3.76,-9.11,-1.334794,Upstairs
Rikhil,6.05,-4.02,-3.2961242,Upstairs
Rikhil,11.41,0.04,3.2552630000000002,Upstairs
Rikhil,8.2,-3.95,-0.29964766,Upstairs
Rikhil,6.66,-5.48,-2.3018389,Upstairs
Rikhil,6.02,-4.71,-0.7218784,Upstairs
Rikhil,8.2,-3.15,2.3426998,Upstairs
Rikhil,17.58,-4.94,0.23154591,Upstairs
Rikhil,10.5,-1.88,-0.29964766,Upstairs
Rikhil,6.4,-0.91,-0.14982383,Upstairs
Rikhil,8.24,-5.2,-0.6946376999999999,Upstairs
Rikhil,6.93,-5.37,-1.2666923,Upstairs
Rikhil,8.31,-5.28,-1.9204689999999998,Upstairs
Rikhil,9.89,-5.24,-1.4982381999999999,Upstairs
Rikhil,11.8,-6.93,-1.1849703,Upstairs
Rikhil,14.75,-5.98,-0.5720546,Upstairs
Rikhil,13.38,-4.21,9.112013000000001,Upstairs
Rikhil,7.63,-1.92,-0.7627395,Upstairs
Rikhil,11.45,-1.53,1.2258313,Upstairs
Rikhil,9.77,-10.92,0.7218784,Upstairs
Rikhil,2.72,-8.12,-1.56634,Upstairs
Rikhil,8.73,0.31,-0.42223078,Upstairs
Rikhil,8.5,-1.23,0.88532263,Upstairs
Rikhil,10.12,-3.72,-0.7218784,Upstairs
Rikhil,10.12,-3.72,-0.7218784,Upstairs
Rikhil,5.56,-5.05,-0.95342433,Upstairs
Rikhil,5.33,-3.17,3.3778462,Upstairs
Rikhil,5.33,-3.17,3.3778462,Upstairs
Rikhil,18.2,-5.33,-6.742072,Upstairs
Rikhil,10.19,1.14,6.3607025,Upstairs
Rikhil,5.9,-5.79,-4.372132,Upstairs
Rikhil,8.43,-4.82,-3.7183550000000003,Upstairs
Rikhil,8.12,-3.45,0.10896278,Upstairs
Rikhil,6.36,-5.24,0.0,Upstairs
Rikhil,7.97,-5.6,-1.3075534,Upstairs
Rikhil,7.97,-4.94,-1.607201,Upstairs
Rikhil,10.5,-4.94,-2.4108016,Upstairs
Rikhil,13.21,-3.68,-1.9477096999999999,Upstairs
Rikhil,11.35,-4.29,3.5957718,Upstairs
Rikhil,11.41,-7.74,4.2086873,Upstairs
Rikhil,7.44,-4.06,-1.6480621,Upstairs
Rikhil,10.31,-4.99,5.5571017,Upstairs
Rikhil,4.25,-13.21,3.0645783,Upstairs
Rikhil,5.86,-7.35,-1.7570249,Upstairs
Rikhil,9.19,-0.5,1.1441092,Upstairs
Rikhil,7.27,-3.11,1.8796080000000002,Upstairs
Rikhil,5.56,-4.67,-1.0351465,Upstairs
Rikhil,2.18,-4.67,-2.2609777,Upstairs
Rikhil,3.95,-2.72,-2.0294318,Upstairs
Rikhil,16.4,2.18,-1.1441092,Upstairs
Rikhil,18.7,0.53,0.7627395,Upstairs
Rikhil,12.76,-9.43,10.800936,Upstairs
Rikhil,4.6,-6.09,-3.9090397000000006,Upstairs
Rikhil,8.5,-9.28,-4.2495484,Upstairs
Rikhil,7.82,-5.41,-3.0645783,Upstairs
Rikhil,7.46,-4.1,-2.1383946,Upstairs
Rikhil,9.81,-4.67,-1.4165162,Upstairs
Rikhil,9.53,-3.45,-0.7627395,Upstairs
Rikhil,8.24,-2.79,-1.4573771999999998,Upstairs
Rikhil,8.62,-2.49,-0.50395286,Upstairs
Rikhil,10.27,-2.56,-0.38136974,Upstairs
Rikhil,9.3,-0.46,0.88532263,Upstairs
Rikhil,15.21,-6.59,6.4015636,Upstairs
Rikhil,11.54,-13.1,1.7297841,Upstairs
Rikhil,14.67,-11.65,3.990762,Upstairs
Rikhil,13.06,-2.96,3.4459480000000005,Upstairs
Rikhil,8.66,-5.09,-1.4573771999999998,Upstairs
Rikhil,5.75,-1.08,-0.10896278,Upstairs
Rikhil,7.55,-0.8,1.7570249,Upstairs
Rikhil,4.25,-0.69,-1.3075534,Upstairs
Rikhil,4.06,3.79,-1.4982381999999999,Upstairs
Rikhil,8.05,2.79,4.671779,Upstairs
Rikhil,6.36,3.53,3.2961242,Upstairs
Rikhil,11.07,2.18,5.9793324,Upstairs
Rikhil,14.48,0.04,7.7772183,Upstairs
Rikhil,14.41,-6.78,-4.440233,Upstairs
Rikhil,6.89,-4.67,0.6946376999999999,Upstairs
Rikhil,13.44,-8.92,0.95342433,Upstairs
Rikhil,4.75,-3.64,-1.9885708,Upstairs
Rikhil,8.5,-3.49,-3.7864565999999997,Upstairs
Rikhil,10.15,-1.08,-2.5606253,Upstairs
Rikhil,9.04,0.23,-1.334794,Upstairs
Rikhil,9.04,-4.52,-0.95342433,Upstairs
Rikhil,10.65,-6.55,-1.4165162,Upstairs
Rikhil,12.76,-4.06,-1.7297841,Upstairs
Rikhil,12.83,-8.05,4.2495484,Upstairs
Rikhil,12.95,-6.78,1.3075534,Upstairs
Rikhil,9.34,-0.23,-1.9885708,Upstairs
Rikhil,13.99,-2.64,2.9147543999999996,Upstairs
Rikhil,6.17,-11.56,1.9885708,Upstairs
Rikhil,4.44,-6.55,-4.3312707,Upstairs
Rikhil,10.04,-0.95,1.6480621,Upstairs
Rikhil,10.61,-4.59,1.2258313,Upstairs
Rikhil,6.93,-5.41,-2.3699405,Upstairs
Rikhil,2.49,-4.25,-2.4108016,Upstairs
Rikhil,9.28,-1.31,3.3778462,Upstairs
Rikhil,15.13,-7.63,-1.1168685,Upstairs
Rikhil,8.05,-1.5,-1.6889231,Upstairs
Rikhil,13.18,-1.76,-2.6423476000000004,Upstairs
Rikhil,7.27,-4.21,-1.1849703,Upstairs
Rikhil,5.6,-5.41,-0.14982383,Upstairs
Rikhil,6.21,-4.86,-1.1168685,Upstairs
Rikhil,10.88,-2.87,-2.4925237,Upstairs
Rikhil,12.68,-3.49,-0.8036005,Upstairs
Rikhil,10.57,-6.28,1.0760075,Upstairs
Rikhil,13.95,-6.82,0.14982383,Upstairs
Rikhil,12.45,-5.94,-0.040861044,Upstairs
Rikhil,9.34,-3.83,0.6537767,Upstairs
Rikhil,12.45,-2.83,2.8330324,Upstairs
Rikhil,6.21,-11.18,0.8036005,Upstairs
Rikhil,7.59,-3.91,-3.7592160000000003,Upstairs
Rikhil,8.96,-2.75,2.2609777,Upstairs
Rikhil,7.78,-2.98,0.14982383,Upstairs
Rikhil,6.09,-3.49,-1.607201,Upstairs
Rikhil,3.11,-2.56,-2.3018389,Upstairs
Rikhil,9.11,-3.21,1.7570249,Upstairs
Rikhil,17.24,-7.59,-0.040861044,Upstairs
Rikhil,7.44,-3.45,-1.56634,Upstairs
Rikhil,7.16,-4.06,-1.7978859,Upstairs
Rikhil,9.81,-4.52,-1.3075534,Upstairs
Rikhil,8.35,-3.17,0.040861044,Upstairs
Rikhil,8.54,-4.63,-0.7627395,Upstairs
Rikhil,9.34,-4.4,-1.1849703,Upstairs
Rikhil,11.14,-5.98,-2.2201166000000003,Upstairs
Rikhil,15.05,-7.08,0.6946376999999999,Upstairs
Rikhil,10.5,-1.73,3.6774937999999993,Upstairs
Rikhil,10.42,-1.57,0.46309182,Upstairs
Rikhil,14.63,-4.63,2.7649305,Upstairs
Rikhil,7.5,-11.3,-0.29964766,Upstairs
Rikhil,5.71,-4.9,-3.0645783,Upstairs
Rikhil,10.46,-1.08,1.607201,Upstairs
Rikhil,8.54,-2.79,-0.14982383,Upstairs
Rikhil,8.24,-4.14,-0.46309182,Upstairs
Rikhil,8.39,-1.23,-1.9204689999999998,Upstairs
Rikhil,1.95,-4.06,3.1463002999999996,Upstairs
Rikhil,11.45,-8.08,-3.7183550000000003,Upstairs
Rikhil,13.4,-1.04,4.4810944,Upstairs
Rikhil,6.7,-2.18,-1.8387468999999996,Upstairs
Rikhil,7.21,-6.28,-2.7513103,Upstairs
Rikhil,7.25,-4.82,-0.8036005,Upstairs
Rikhil,7.82,-3.26,-0.95342433,Upstairs
Rikhil,9.47,-4.59,-1.1168685,Upstairs
Rikhil,9.58,-7.31,-2.070293,Upstairs
Rikhil,9.58,-7.31,-2.070293,Upstairs
Rikhil,16.74,-6.47,4.903325,Upstairs
Rikhil,11.56,-0.91,2.0294318,Upstairs
Rikhil,10.57,0.53,0.50395286,Upstairs
Rikhil,12.76,-6.36,2.8330324,Upstairs
Rikhil,3.45,-10.53,-1.0351465,Upstairs
Rikhil,3.72,-5.56,-2.1111538,Upstairs
Rikhil,13.59,1.61,1.4573771999999998,Upstairs
Rikhil,8.85,-4.63,0.313268,Upstairs
Rikhil,7.16,-5.71,-2.3699405,Upstairs
Rikhil,7.44,-3.57,-0.95342433,Upstairs
Rikhil,6.17,-1.8,2.5606253,Upstairs
Rikhil,15.75,-5.37,-3.9499009,Upstairs
Rikhil,10.61,-0.46,4.862464,Upstairs
Rikhil,6.74,-2.56,-1.4165162,Upstairs
Rikhil,6.44,-5.86,-1.4573771999999998,Upstairs
Rikhil,7.27,-4.21,-1.607201,Upstairs
Rikhil,7.21,-2.53,-1.0760075,Upstairs
Rikhil,8.5,-3.83,-1.0351465,Upstairs
Rikhil,9.51,-5.37,-1.7570249,Upstairs
Rikhil,11.6,-6.13,-2.3018389,Upstairs
Rikhil,14.63,-6.66,-0.8036005,Upstairs
Rikhil,16.13,-8.81,4.4810944,Upstairs
Rikhil,7.59,-4.37,1.8796080000000002,Upstairs
Rikhil,10.27,0.8,1.6480621,Upstairs
Rikhil,11.6,-5.2,2.3699405,Upstairs
Rikhil,5.94,-7.93,-0.3405087,Upstairs
Rikhil,6.36,-3.49,-0.19068487,Upstairs
Rikhil,7.06,-3.41,-0.3405087,Upstairs
Rikhil,5.98,-4.4,0.23154591,Upstairs
Rikhil,7.86,-2.49,0.14982383,Upstairs
Rikhil,6.82,-2.56,0.3405087,Upstairs
Rikhil,8.05,-1.12,1.3075534,Upstairs
Rikhil,11.41,-1.92,3.4050870000000004,Upstairs
Rikhil,15.43,-4.37,-4.5219555,Upstairs
Rikhil,10.12,-0.19,4.944186,Upstairs
Rikhil,10.92,-5.43,-3.9090397000000006,Upstairs
Rikhil,8.2,-2.07,-1.7570249,Upstairs
Rikhil,6.09,-2.91,-0.19068487,Upstairs
Rikhil,7.86,-5.79,-1.3756552,Upstairs
Rikhil,7.35,-4.4,-1.525479,Upstairs
Rikhil,6.47,-3.91,-1.0760075,Upstairs
Rikhil,8.66,-4.06,-0.7218784,Upstairs
Rikhil,10.31,-4.33,-1.4573771999999998,Upstairs
Rikhil,11.35,-2.98,-3.9499009,Upstairs
Rikhil,9.92,-5.18,-1.7978859,Upstairs
Rikhil,10.34,-9.23,1.1849703,Upstairs
Rikhil,11.96,-4.82,-0.27240697,Upstairs
Rikhil,10.53,-7.46,2.6014863999999998,Upstairs
Rikhil,10.23,0.5,-0.14982383,Upstairs
Rikhil,10.53,-3.26,0.08172209,Upstairs
Rikhil,8.2,-11.03,2.152015,Upstairs
Rikhil,3.95,-11.14,-1.2666923,Upstairs
Rikhil,5.56,-6.78,-0.7218784,Upstairs
Rikhil,8.89,-4.4,2.4108016,Upstairs
Rikhil,8.16,-6.55,1.4982381999999999,Upstairs
Rikhil,7.08,-4.4,-0.46309182,Upstairs
Rikhil,7.78,-0.95,-0.46309182,Upstairs
Rikhil,5.6,-1.69,-0.6946376999999999,Upstairs
Rikhil,3.57,-1.08,-1.4982381999999999,Upstairs
Rikhil,11.5,1.92,0.50395286,Upstairs
Rikhil,12.15,1.33,-1.6889231,Upstairs
Rikhil,12.64,-4.52,0.7218784,Upstairs
Rikhil,16.97,-11.33,6.3607025,Upstairs
Rikhil,4.82,-7.65,-4.4810944,Upstairs
Rikhil,6.28,-6.28,-5.8567495,Upstairs
Rikhil,9.66,-6.43,-5.284695,Upstairs
Rikhil,8.35,-3.17,-4.862464,Upstairs
Rikhil,11.56,-0.99,-3.9771416,Upstairs
Rikhil,11.03,0.15,-2.982856,Upstairs
Rikhil,9.19,-1.31,-0.42223078,Upstairs
Rikhil,11.3,-6.55,6.0201936,Upstairs
Rikhil,12.87,-4.14,-1.9204689999999998,Upstairs
Rikhil,16.4,-6.74,0.9942854,Upstairs
Rikhil,8.69,-7.27,3.173541,Upstairs
Rikhil,11.54,-2.07,-3.7864565999999997,Upstairs
Rikhil,11.45,-8.43,2.6832085,Upstairs
Rikhil,9.96,-7.93,0.6946376999999999,Upstairs
Rikhil,6.74,-4.59,0.23154591,Upstairs
Rikhil,9.04,-1.92,-0.46309182,Upstairs
Rikhil,8.85,-3.11,1.0351465,Upstairs
Rikhil,5.79,-3.36,-1.6889231,Upstairs
Rikhil,3.79,-2.41,-2.9147543999999996,Upstairs
Rikhil,10.04,-2.41,0.08172209,Upstairs
Rikhil,9.19,-1.76,-1.7978859,Upstairs
Rikhil,18.54,-2.79,-0.50395286,Upstairs
Rikhil,4.99,-1.8,0.14982383,Upstairs
Rikhil,9.08,-4.48,-3.0237172,Upstairs
Rikhil,9.15,-4.4,-2.3699405,Upstairs
Rikhil,6.09,-4.25,-0.7218784,Upstairs
Rikhil,7.97,-5.71,-0.23154591,Upstairs
Rikhil,7.7,-4.67,-1.3075534,Upstairs
Rikhil,9.77,-5.56,-2.6832085,Upstairs
Rikhil,13.82,-6.13,-1.7570249,Upstairs
Rikhil,16.4,-3.72,3.214402,Upstairs
Rikhil,11.5,-3.64,5.325556,Upstairs
Rikhil,8.47,-2.11,-3.1054392,Upstairs
Rikhil,12.95,-5.63,5.8976107,Upstairs
Rikhil,5.18,-9.58,-0.84446156,Upstairs
Rikhil,5.22,-7.59,-3.0645783,Upstairs
Rikhil,11.88,1.04,1.1441092,Upstairs
Rikhil,8.05,-3.64,1.2258313,Upstairs
Rikhil,5.18,-4.18,-0.9942854,Upstairs
